bot_system,bot_version,bot_country,capture_date,is_movie,offer_type,series_title,season_number,episode_number,program_title,provider_release_date,provider_cease_date,viewable_runtime,maturity_rating,original_language,series_url,program_url,series_source_id,source_id,provider_original
tbs,1.0.0,US,05/08/2020,1,TVE,,,,Walking Tall,03/01/2020,05/13/2020,5186,PG-13,en,,http://www.tbs.com/movies/walking-tall-uncut,,2198300,
tbs,1.0.0,US,05/08/2020,1,TVE,,,,Cinderella,05/01/2020,06/01/2020,6073,PG,en,,http://www.tbs.com/movies/cinderella,,2042539,
tbs,1.0.0,US,05/08/2020,1,TVE,,,,Focus,04/10/2020,05/11/2020,6290,R,en,,http://www.tbs.com/movies/focus-uncut,,2160765,
tbs,1.0.0,US,05/08/2020,1,TVE,,,,Hercules: The Thracian Wars,05/01/2020,07/30/2020,5893,PG-13,en,,http://www.tbs.com/movies/hercules-the-thracian-wars-uncut,,2196285,
tbs,1.0.0,US,05/08/2020,1,TVE,,,,Popstar: Never Stop Never Stopping,05/01/2020,06/01/2020,5198,R,en,,http://www.tbs.com/movies/popstar-never-stop-never-stopping-theatrical,,2181305,
tbs,1.0.0,US,05/08/2020,1,TVE,,,,Star Wars: The Phantom Menace,05/04/2020,06/03/2020,7865,PG,en,,http://www.tbs.com/movies/star-wars-the-phantom-menace,,443967,
tbs,1.0.0,US,05/08/2020,1,TVE,,,,The Hobbit: An Unexpected Journey,05/03/2020,06/01/2020,9727,PG-13,en,,http://www.tbs.com/movies/the-hobbit-an-unexpected-journey,,823617,
tbs,1.0.0,US,05/08/2020,1,TVE,,,,Alice through the Looking Glass,05/01/2020,05/31/2020,6772,PG,en,,http://www.tbs.com/movies/alice-through-the-looking-glass-theatrical,,2161134,
tbs,1.0.0,US,05/08/2020,1,TVE,,,,How to Train Your Dragon,04/01/2020,05/16/2020,5872,PG,en,,http://www.tbs.com/movies/how-to-train-your-dragon-uncut,,2216698,
tbs,1.0.0,US,05/08/2020,1,TVE,,,,Semi-Pro,04/01/2020,05/16/2020,5486,R,en,,http://www.tbs.com/movies/semi-pro-uncut,,2196115,
tbs,1.0.0,US,05/08/2020,1,TVE,,,,Star Wars: A New Hope,05/04/2020,06/03/2020,7295,PG,en,,http://www.tbs.com/movies/star-wars-a-new-hope,,22123,
tbs,1.0.0,US,05/08/2020,1,TVE,,,,Confessions of a Shopaholic,04/23/2020,05/23/2020,5352,PG,en,,http://www.tbs.com/movies/confessions-of-a-shopaholic,,684114,
tbs,1.0.0,US,05/08/2020,1,TVE,,,,American Reunion,05/01/2020,06/02/2020,6772,R,en,,http://www.tbs.com/movies/american-reunion-theatrical,,2178663,
tbs,1.0.0,US,05/08/2020,1,TVE,,,,Insurgent,05/01/2020,06/01/2020,7147,PG-13,en,,http://www.tbs.com/movies/insurgent-theatrical,,2189499,
tbs,1.0.0,US,05/08/2020,1,TVE,,,,Source Code,05/01/2020,06/01/2020,5601,PG-13,en,,http://www.tbs.com/movies/source-code-uncut,,2189514,
tbs,1.0.0,US,05/08/2020,1,TVE,,,,Divergent,05/01/2020,06/01/2020,8382,PG-13,en,,http://www.tbs.com/movies/divergent-theatrical,,2189498,
tbs,1.0.0,US,05/08/2020,1,TVE,,,,Star Wars: Attack of the Clones,05/04/2020,06/03/2020,8232,PG,en,,http://www.tbs.com/movies/star-wars-attack-of-the-clones,,431193,
tbs,1.0.0,US,05/08/2020,1,TVE,,,,Star Wars: The Empire Strikes Back,05/04/2020,06/03/2020,7400,PG,en,,http://www.tbs.com/movies/star-wars-the-empire-strikes-back,,74051,
tbs,1.0.0,US,05/08/2020,1,TVE,,,,The Lego Batman Movie,05/01/2020,05/31/2020,6270,PG,en,,http://www.tbs.com/movies/the-lego-batman-movie-theatrical,,2166095,
tbs,1.0.0,US,05/08/2020,1,TVE,,,,The House,05/02/2020,06/01/2020,5297,R,en,,http://www.tbs.com/movies/the-house-theatrical,,2181288,
tbs,1.0.0,US,05/08/2020,1,TVE,,,,Lone Survivor,04/18/2020,07/17/2020,7280,R,en,,http://www.tbs.com/movies/lone-survivor-uncut,,2194463,
tbs,1.0.0,US,05/08/2020,1,TVE,,,,Ted,02/15/2020,05/15/2020,6372,R,en,,http://www.tbs.com/movies/ted-uncut,,2193458,
tbs,1.0.0,US,05/08/2020,1,TVE,,,,Jack the Giant Slayer,05/01/2020,05/16/2020,6861,PG-13,en,,http://www.tbs.com/movies/jack-the-giant-slayer-uncut,,2218387,
tbs,1.0.0,US,05/08/2020,1,TVE,,,,Pirates of the Caribbean: Dead Men Tell No Tales,05/02/2020,06/01/2020,6487,PG-13,en,,http://www.tbs.com/movies/pirates-of-the-caribbean-dead-men-tell-no-tales,,2043428,
tbs,1.0.0,US,05/08/2020,1,TVE,,,,Inception,04/01/2020,07/01/2020,8824,PG-13,en,,http://www.tbs.com/movies/inception,,774971,
tbs,1.0.0,US,05/08/2020,1,TVE,,,,Paddington 2,05/01/2020,05/31/2020,6225,G,en,,http://www.tbs.com/movies/paddington-2-uncut,,2196406,
tbs,1.0.0,US,05/08/2020,1,TVE,,,,Shooter,04/01/2020,05/16/2020,7551,TV-MA,en,,http://www.tbs.com/movies/shooter-uncut,,2157049,
tbs,1.0.0,US,05/08/2020,1,TVE,,,,I Now Pronounce You Chuck & Larry,04/01/2020,07/01/2020,6925,PG-13,en,,http://www.tbs.com/movies/i-now-pronounce-you-chuck-larry-uncut,,2197569,
tbs,1.0.0,US,05/08/2020,1,TVE,,,,Star Wars: Return of the Jedi,05/04/2020,06/03/2020,7757,PG,en,,http://www.tbs.com/movies/star-wars-return-of-the-jedi,,88074,
tbs,1.0.0,US,05/08/2020,1,TVE,,,,Unfinished Business,05/01/2020,06/01/2020,5466,R,en,,http://www.tbs.com/movies/unfinished-business-theatrical,,2181312,
tbs,1.0.0,US,05/08/2020,1,TVE,,,,Paper Towns,05/01/2020,06/01/2020,6551,PG-13,en,,http://www.tbs.com/movies/paper-towns-theatrical,,2181306,
tbs,1.0.0,US,05/08/2020,1,TVE,,,,The Accountant,05/01/2020,06/01/2020,7683,R,en,,http://www.tbs.com/movies/the-accountant-theatrical,,2166445,
tbs,1.0.0,US,05/08/2020,1,TVE,,,,Dumb & Dumber,04/01/2020,05/16/2020,6393,PG-13,en,,http://www.tbs.com/movies/dumb-dumber-theatrical,,2193770,
tbs,1.0.0,US,05/08/2020,1,TVE,,,,Eurotrip,04/15/2020,06/01/2020,5415,R,en,,http://www.tbs.com/movies/eurotrip-theatrical,,2178287,
tbs,1.0.0,US,05/08/2020,1,TVE,,,,Star Wars: The Force Awakens,05/04/2020,06/03/2020,8289,TV-14,en,,http://www.tbs.com/movies/star-wars-the-force-awakens-theatrical,,2156961,
tntdrama,1.0.0,US,05/08/2020,1,TVE,,,,Shrek the Third,05/01/2020,07/01/2020,5571,PG,en,,http://www.tntdrama.com/movies/shrek-the-third-theatrical,,2187625,
tntdrama,1.0.0,US,05/08/2020,1,TVE,,,,Stronger,03/15/2020,05/16/2020,7142,R,en,,http://www.tntdrama.com/movies/stronger-uncut,,2192496,
tntdrama,1.0.0,US,05/08/2020,1,TVE,,,,Semi-Pro,04/01/2020,05/16/2020,5486,R,en,,http://www.tntdrama.com/movies/semi-pro-uncut,,2196115,
tntdrama,1.0.0,US,05/08/2020,1,TVE,,,,Shut In,12/31/2019,01/01/2021,5463,PG-13,en,,http://www.tntdrama.com/movies/shut-in-theatrical,,2170131,
tntdrama,1.0.0,US,05/08/2020,1,TVE,,,,Pirates of the Caribbean: Dead Men Tell No Tales,05/02/2020,06/01/2020,6487,PG-13,en,,http://www.tntdrama.com/movies/pirates-of-the-caribbean-dead-men-tell-no-tales,,2043428,
tntdrama,1.0.0,US,05/08/2020,1,TVE,,,,Paddington 2,05/01/2020,05/31/2020,6225,G,en,,http://www.tntdrama.com/movies/paddington-2-uncut,,2196406,
tntdrama,1.0.0,US,05/08/2020,1,TVE,,,,Star Wars: The Last Jedi,05/04/2020,06/03/2020,9106,PG-13,en,,http://www.tntdrama.com/movies/star-wars-the-last-jedi-theatrical,,2196916,
tntdrama,1.0.0,US,05/08/2020,1,TVE,,,,Fist Fight,05/01/2020,06/01/2020,5472,R,en,,http://www.tntdrama.com/movies/fist-fight-theatrical,,2166094,
tntdrama,1.0.0,US,05/08/2020,1,TVE,,,,Star Wars: A New Hope,05/04/2020,06/03/2020,7295,PG,en,,http://www.tntdrama.com/movies/star-wars-a-new-hope,,22123,
tntdrama,1.0.0,US,05/08/2020,1,TVE,,,,Evan Almighty,04/01/2020,07/16/2020,5737,PG,en,,http://www.tntdrama.com/movies/evan-almighty-uncut,,2197165,
tntdrama,1.0.0,US,05/08/2020,1,TVE,,,,The Accountant,05/01/2020,06/01/2020,7683,R,en,,http://www.tntdrama.com/movies/the-accountant-theatrical,,2166445,
tntdrama,1.0.0,US,05/08/2020,1,TVE,,,,Shooter,04/01/2020,05/16/2020,7551,TV-MA,en,,http://www.tntdrama.com/movies/shooter-uncut,,2157049,
tntdrama,1.0.0,US,05/08/2020,1,TVE,,,,Inception,04/01/2020,07/01/2020,8824,PG-13,en,,http://www.tntdrama.com/movies/inception,,774971,
tntdrama,1.0.0,US,05/08/2020,1,TVE,,,,Hercules: The Thracian Wars,05/01/2020,07/30/2020,5893,PG-13,en,,http://www.tntdrama.com/movies/hercules-the-thracian-wars-uncut,,2196285,
tntdrama,1.0.0,US,05/08/2020,1,TVE,,,,Meet the Parents,04/01/2020,06/01/2020,6466,PG-13,en,,http://www.tntdrama.com/movies/meet-the-parents-uncut,,2197277,
tntdrama,1.0.0,US,05/08/2020,1,TVE,,,,Unfinished Business,05/01/2020,06/01/2020,5466,R,en,,http://www.tntdrama.com/movies/unfinished-business-theatrical,,2181312,
tntdrama,1.0.0,US,05/08/2020,1,TVE,,,,Eurotrip,04/15/2020,06/01/2020,5415,R,en,,http://www.tntdrama.com/movies/eurotrip-theatrical,,2178287,
tntdrama,1.0.0,US,05/08/2020,1,TVE,,,,I Now Pronounce You Chuck & Larry,04/01/2020,07/01/2020,6925,PG-13,en,,http://www.tntdrama.com/movies/i-now-pronounce-you-chuck-larry-uncut,,2197569,
tntdrama,1.0.0,US,05/08/2020,1,TVE,,,,Walking Tall,03/01/2020,05/13/2020,5186,PG-13,en,,http://www.tntdrama.com/movies/walking-tall-uncut,,2198300,
tntdrama,1.0.0,US,05/08/2020,1,TVE,,,,Divergent,05/01/2020,06/01/2020,8382,PG-13,en,,http://www.tntdrama.com/movies/divergent-theatrical,,2189498,
tntdrama,1.0.0,US,05/08/2020,1,TVE,,,,Jack the Giant Slayer,05/01/2020,05/16/2020,6861,PG-13,en,,http://www.tntdrama.com/movies/jack-the-giant-slayer-uncut,,2218387,
tntdrama,1.0.0,US,05/08/2020,1,TVE,,,,"Planes, Trains and Automobiles",05/01/2020,05/31/2020,5558,TV-MA,en,,http://www.tntdrama.com/movies/planes-trains-and-automobiles-theatrical,,2216717,
tntdrama,1.0.0,US,05/08/2020,1,TVE,,,,The Lego Movie,05/01/2020,05/31/2020,5165,PG,en,,http://www.tntdrama.com/movies/the-lego-movie,,896652,
tntdrama,1.0.0,US,05/08/2020,1,TVE,,,,Where's the Money,03/22/2020,06/22/2020,5143,R,en,,http://www.tntdrama.com/movies/wheres-the-money-uncut,,2192330,
tntdrama,1.0.0,US,05/08/2020,1,TVE,,,,Cinderella,05/01/2020,06/01/2020,6073,PG,en,,http://www.tntdrama.com/movies/cinderella,,2042539,
tntdrama,1.0.0,US,05/08/2020,1,TVE,,,,Kicking & Screaming,05/01/2020,06/01/2020,5689,PG,en,,http://www.tntdrama.com/movies/kicking-screaming-theatrical,,2197306,
tntdrama,1.0.0,US,05/08/2020,1,TVE,,,,Dumb & Dumber,04/01/2020,05/16/2020,6393,PG-13,en,,http://www.tntdrama.com/movies/dumb-dumber-theatrical,,2193770,
tntdrama,1.0.0,US,05/08/2020,1,TVE,,,,Last Holiday,05/01/2020,07/01/2020,6702,PG-13,en,,http://www.tntdrama.com/movies/last-holiday-uncut,,2214615,
tntdrama,1.0.0,US,05/08/2020,1,TVE,,,,Sex and the City 2,03/02/2020,05/31/2020,7862,R,en,,http://www.tntdrama.com/movies/sex-and-the-city-2,,778055,
tntdrama,1.0.0,US,05/08/2020,1,TVE,,,,Insurgent,05/01/2020,06/01/2020,7147,PG-13,en,,http://www.tntdrama.com/movies/insurgent-theatrical,,2189499,
tntdrama,1.0.0,US,05/08/2020,1,TVE,,,,The Hobbit: An Unexpected Journey,05/03/2020,06/01/2020,9727,PG-13,en,,http://www.tntdrama.com/movies/the-hobbit-an-unexpected-journey,,823617,
tntdrama,1.0.0,US,05/08/2020,1,TVE,,,,The House,05/02/2020,06/01/2020,5297,R,en,,http://www.tntdrama.com/movies/the-house-theatrical,,2181288,
tntdrama,1.0.0,US,05/08/2020,1,TVE,,,,How to Train Your Dragon,04/01/2020,05/16/2020,5872,PG,en,,http://www.tntdrama.com/movies/how-to-train-your-dragon-uncut,,2216698,
tntdrama,1.0.0,US,05/08/2020,1,TVE,,,,Confessions of a Shopaholic,04/23/2020,05/23/2020,5352,PG,en,,http://www.tntdrama.com/movies/confessions-of-a-shopaholic,,684114,
tntdrama,1.0.0,US,05/08/2020,1,TVE,,,,Star Wars: The Phantom Menace,05/04/2020,06/03/2020,7865,PG,en,,http://www.tntdrama.com/movies/star-wars-the-phantom-menace,,443967,
tntdrama,1.0.0,US,05/08/2020,1,TVE,,,,The Imitation Game,11/14/2019,10/29/2020,6832,PG-13,en,,http://www.tntdrama.com/movies/the-imitation-game-uncut,,2166096,
tntdrama,1.0.0,US,05/08/2020,1,TVE,,,,Collateral,03/10/2020,05/10/2020,7204,R,en,,http://www.tntdrama.com/movies/collateral-uncut,,2187622,
tntdrama,1.0.0,US,05/08/2020,1,TVE,,,,The Terminal,05/01/2020,06/01/2020,7735,PG-13,en,,http://www.tntdrama.com/movies/the-terminal-uncut,,2187627,
tntdrama,1.0.0,US,05/08/2020,1,TVE,,,,Focus,04/10/2020,05/11/2020,6290,R,en,,http://www.tntdrama.com/movies/focus-theatrical,,2160765,
tntdrama,1.0.0,US,05/08/2020,1,TVE,,,,Popstar: Never Stop Never Stopping,05/01/2020,06/01/2020,5198,R,en,,http://www.tntdrama.com/movies/popstar-never-stop-never-stopping-theatrical,,2181305,
tntdrama,1.0.0,US,05/08/2020,1,TVE,,,,Star Wars: Revenge of the Sith,05/04/2020,06/03/2020,8103,PG-13,en,,http://www.tntdrama.com/movies/star-wars-revenge-of-the-sith,,533702,
tntdrama,1.0.0,US,05/08/2020,1,TVE,,,,The Lego Batman Movie,05/01/2020,05/31/2020,6270,PG,en,,http://www.tntdrama.com/movies/the-lego-batman-movie-theatrical,,2166095,
tntdrama,1.0.0,US,05/08/2020,1,TVE,,,,The Hobbit: The Battle of the Five Armies,05/02/2020,06/01/2020,7865,PG-13,en,,http://www.tntdrama.com/movies/the-hobbit-the-battle-of-the-five-armies,,974119,
tntdrama,1.0.0,US,05/08/2020,1,TVE,,,,American Reunion,05/01/2020,06/02/2020,6772,R,en,,http://www.tntdrama.com/movies/american-reunion-theatrical,,2178663,
tntdrama,1.0.0,US,05/08/2020,1,TVE,,,,Allegiant,05/01/2020,06/01/2020,7237,PG-13,en,,http://www.tntdrama.com/movies/allegiant-theatrical,,2189477,
tntdrama,1.0.0,US,05/08/2020,1,TVE,,,,Star Wars: Attack of the Clones,05/04/2020,06/03/2020,8232,PG,en,,http://www.tntdrama.com/movies/star-wars-attack-of-the-clones,,431193,
tntdrama,1.0.0,US,05/08/2020,1,TVE,,,,The Wedding Ringer,04/12/2020,04/12/2021,6113,R,en,,http://www.tntdrama.com/movies/the-wedding-ringer-theatrical,,2192448,
tntdrama,1.0.0,US,05/08/2020,1,TVE,,,,My Big Fat Greek Wedding 2,05/01/2020,06/01/2020,4589,PG-13,en,,http://www.tntdrama.com/movies/my-big-fat-greek-wedding-2,,2061297,
tntdrama,1.0.0,US,05/08/2020,1,TVE,,,,50 First Dates,05/02/2020,06/01/2020,5954,PG-13,en,,http://www.tntdrama.com/movies/50-first-dates-uncut,,2193173,
tntdrama,1.0.0,US,05/08/2020,1,TVE,,,,The Campaign,05/01/2020,06/13/2020,4590,R,en,,http://www.tntdrama.com/movies/the-campaign,,869313,
tntdrama,1.0.0,US,05/08/2020,1,TVE,,,,Life As We Know It,05/06/2020,06/06/2020,6127,PG-13,en,,http://www.tntdrama.com/movies/life-as-we-know-it,,778489,
tntdrama,1.0.0,US,05/08/2020,1,TVE,,,,2 Guns,05/01/2020,06/01/2020,6557,R,en,,http://www.tntdrama.com/movies/2-guns-theatrical,,2186635,
tntdrama,1.0.0,US,05/08/2020,1,TVE,,,,Paper Towns,05/01/2020,06/01/2020,6551,PG-13,en,,http://www.tntdrama.com/movies/paper-towns-theatrical,,2181306,
tntdrama,1.0.0,US,05/08/2020,1,TVE,,,,Eagle Eye,05/06/2020,05/13/2020,6488,PG-13,en,,http://www.tntdrama.com/movies/eagle-eye,,681616,
tntdrama,1.0.0,US,05/08/2020,1,TVE,,,,Shrek 2,05/01/2020,07/01/2020,5545,PG,en,,http://www.tntdrama.com/movies/shrek-2-theatrical,,2187624,
tntdrama,1.0.0,US,05/08/2020,1,TVE,,,,Non-Stop,04/17/2020,06/16/2020,6400,PG-13,en,,http://www.tntdrama.com/movies/non-stop-uncut,,2189790,
tntdrama,1.0.0,US,05/08/2020,1,TVE,,,,Star Wars: The Empire Strikes Back,05/04/2020,06/03/2020,7401,PG,en,,http://www.tntdrama.com/movies/the-empire-strikes-back,,74051,
tntdrama,1.0.0,US,05/08/2020,1,TVE,,,,Rogue One: A Star Wars Story,05/04/2020,06/03/2020,8055,PG-13,en,,http://www.tntdrama.com/movies/rogue-one-a-star-wars-story-theatrical,,2167033,
tntdrama,1.0.0,US,05/08/2020,1,TVE,,,,The Legend of Tarzan,05/01/2020,05/31/2020,6607,PG-13,en,,http://www.tntdrama.com/movies/the-legend-of-tarzan-theatrical,,2162438,
tntdrama,1.0.0,US,05/08/2020,1,TVE,,,,The Dukes of Hazzard,04/25/2020,05/21/2020,6247,PG-13,en,,http://www.tntdrama.com/movies/the-dukes-of-hazzard-uncut,,2198245,
tntdrama,1.0.0,US,05/08/2020,1,TVE,,,,Prometheus,05/01/2020,06/17/2020,7431,R,en,,http://www.tntdrama.com/movies/prometheus-theatrical,,2165449,
tntdrama,1.0.0,US,05/08/2020,1,TVE,,,,Star Wars: Return of the Jedi,05/04/2020,06/03/2020,7757,PG,en,,http://www.tntdrama.com/movies/return-of-the-jedi,,88074,
tntdrama,1.0.0,US,05/08/2020,1,TVE,,,,Star Wars: The Force Awakens,05/04/2020,06/03/2020,8289,TV-14,en,,http://www.tntdrama.com/movies/star-wars-the-force-awakens-theatrical,,2156961,
tntdrama,1.0.0,US,05/08/2020,1,TVE,,,,Source Code,05/01/2020,06/01/2020,5601,PG-13,en,,http://www.tntdrama.com/movies/source-code-uncut,,2189514,
tntdrama,1.0.0,US,05/08/2020,1,TVE,,,,Riddick,04/01/2020,06/30/2020,7126,R,en,,http://www.tntdrama.com/movies/riddick-uncut,,2186636,
tntdrama,1.0.0,US,05/08/2020,1,TVE,,,,Guardians of the Galaxy Vol. 2,05/01/2020,06/04/2020,7267,PG-13,en,,http://www.tntdrama.com/movies/guardians-of-the-galaxy-vol-2,,2041864,
tntdrama,1.0.0,US,05/08/2020,1,TVE,,,,Ted,02/15/2020,05/14/2020,6372,R,en,,http://www.tntdrama.com/movies/ted-uncut,,2193458,
tntdrama,1.0.0,US,05/08/2020,1,TVE,,,,The Lego Ninjago Movie,05/01/2020,05/31/2020,6087,PG,en,,http://www.tntdrama.com/movies/the-lego-ninjago-movie-uncut,,2191212,
tntdrama,1.0.0,US,05/08/2020,1,TVE,,,,Hellboy II: The Golden Army,03/02/2020,06/16/2020,7179,PG-13,en,,http://www.tntdrama.com/movies/hellboy-ii-the-golden-army-theatrical,,2197147,
tntdrama,1.0.0,US,05/08/2020,1,TVE,,,,Jack Reacher,05/02/2020,05/09/2020,7262,PG-13,en,,http://www.tntdrama.com/movies/jack-reacher,,873168,
tntdrama,1.0.0,US,05/08/2020,1,TVE,,,,The Magnificent Seven,05/01/2020,06/01/2020,7981,PG-13,en,,http://www.tntdrama.com/movies/the-magnificent-seven-uncut,,2211226,
tntdrama,1.0.0,US,05/08/2020,1,TVE,,,,Alice through the Looking Glass,05/01/2020,05/31/2020,6772,PG,en,,http://www.tntdrama.com/movies/alice-through-the-looking-glass-uncut,,2161134,
tntdrama,1.0.0,US,05/08/2020,1,TVE,,,,Lone Survivor,04/18/2020,07/17/2020,7280,R,en,,http://www.tntdrama.com/movies/lone-survivor-uncut,,2194463,
tntdrama,1.0.0,US,05/08/2020,1,TVE,,,,The Wizard Of Oz,05/01/2020,05/31/2020,6103,G,en,,http://www.tntdrama.com/movies/the-wizard-of-oz,,852,
tntdrama,1.0.0,US,05/08/2020,1,TVE,,,,Race to Witch Mountain,04/09/2020,05/10/2020,5166,PG,en,,http://www.tntdrama.com/movies/race-to-witch-mountain,,736305,
tbs,1.0.0,US,05/08/2020,0,TVE,Bob's Burgers,3,10,Mother Daughter Laser Razor,05/07/2020,05/14/2020,1230,TV-PG,en,http://www.tbs.com/shows/bobs-burgers,http://www.tbs.com/shows/bobs-burgers/season-3/episode-10/mother-daughter-laser-razor,2003422,2003521,0
tbs,1.0.0,US,05/08/2020,0,TVE,Bob's Burgers,3,14,Lindapendent Woman,05/07/2020,05/14/2020,1228,TV-14,en,http://www.tbs.com/shows/bobs-burgers,http://www.tbs.com/shows/bobs-burgers/season-3/episode-14/lindapendent-woman,2003422,2003525,0
tbs,1.0.0,US,05/08/2020,0,TVE,Bob's Burgers,4,6,Purple Rain-Union,05/07/2020,05/14/2020,1232,TV-14,en,http://www.tbs.com/shows/bobs-burgers,http://www.tbs.com/shows/bobs-burgers/season-4/episode-6/purple-rain-union,2003422,2030307,0
tbs,1.0.0,US,05/08/2020,0,TVE,Bob's Burgers,4,16,I Get Psy-Chic Out of You,05/07/2020,05/14/2020,1232,TV-PG,en,http://www.tbs.com/shows/bobs-burgers,http://www.tbs.com/shows/bobs-burgers/season-4/episode-16/i-get-psy-chic-out-of-you,2003422,2030313,0
tbs,1.0.0,US,05/08/2020,0,TVE,Bob's Burgers,5,18,"Eat, Spray, Linda",05/07/2020,05/14/2020,1232,TV-PG,en,http://www.tbs.com/shows/bobs-burgers,http://www.tbs.com/shows/bobs-burgers/season-5/episode-18/eat-spray-linda,2003422,2065467,0
tbs,1.0.0,US,05/08/2020,0,TVE,Bob's Burgers,7,13,The Grand Mama-Pest Hotel,05/07/2020,05/14/2020,1232,TV-PG,en,http://www.tbs.com/shows/bobs-burgers,http://www.tbs.com/shows/bobs-burgers/season-7/episode-13/the-grand-mama-pest-hotel,2003422,2132977,0
tbs,1.0.0,US,05/08/2020,0,TVE,Bob's Burgers,7,17,Zero Larp Thirty,05/07/2020,05/14/2020,1232,TV-PG,en,http://www.tbs.com/shows/bobs-burgers,http://www.tbs.com/shows/bobs-burgers/season-7/episode-17/zero-larp-thirty,2003422,2132984,0
tbs,1.0.0,US,05/08/2020,0,TVE,Bob's Burgers,7,19,Thelma and Louise Except Thelma Is Linda,05/07/2020,05/14/2020,1232,TV-PG,en,http://www.tbs.com/shows/bobs-burgers,http://www.tbs.com/shows/bobs-burgers/season-7/episode-19/thelma-and-louise-except-thelma-is-linda,2003422,2132986,0
tbs,1.0.0,US,05/08/2020,0,TVE,Bob's Burgers,7,20,"Mom, Lies, and Videotape",05/07/2020,05/14/2020,1233,TV-PG,en,http://www.tbs.com/shows/bobs-burgers,http://www.tbs.com/shows/bobs-burgers/season-7/episode-20/mom-lies-and-videotape,2003422,2132987,0
tbs,1.0.0,US,05/08/2020,0,TVE,Bob's Burgers,8,19,Mo Mommy Mo Problems,05/07/2020,05/14/2020,1232,TV-PG,en,http://www.tbs.com/shows/bobs-burgers,http://www.tbs.com/shows/bobs-burgers/season-8/episode-19/mo-mommy-mo-problems,2003422,2171459,0
tbs,1.0.0,US,05/08/2020,0,TVE,Wrecked,1,1,All Is Not Lost,03/12/2020,07/01/2020,1268,TV-MA,en,http://www.tbs.com/shows/wrecked,http://www.tbs.com/shows/wrecked/season-1/episode-1/all-is-not-lost,2054403,2065391,1
tbs,1.0.0,US,05/08/2020,0,TVE,Wrecked,1,2,"Rest in Peace, Callaway Hinkle",03/12/2020,07/01/2020,1280,TV-MA,en,http://www.tbs.com/shows/wrecked,http://www.tbs.com/shows/wrecked/season-1/episode-2/rest-in-peace-callaway-hinkle,2054403,2065392,1
tbs,1.0.0,US,05/08/2020,0,TVE,Wrecked,1,3,Always Meant to See That,03/12/2020,07/01/2020,1269,TV-MA,en,http://www.tbs.com/shows/wrecked,http://www.tbs.com/shows/wrecked/season-1/episode-3/always-meant-to-see-that,2054403,2065393,1
tbs,1.0.0,US,05/08/2020,0,TVE,Wrecked,1,4,The Community Pile,03/12/2020,07/01/2020,1269,TV-MA,en,http://www.tbs.com/shows/wrecked,http://www.tbs.com/shows/wrecked/season-1/episode-4/the-community-pile,2054403,2065394,1
tbs,1.0.0,US,05/08/2020,0,TVE,Wrecked,1,5,Tubthumping,03/12/2020,07/01/2020,1266,TV-MA,en,http://www.tbs.com/shows/wrecked,http://www.tbs.com/shows/wrecked/season-1/episode-5/tubthumping,2054403,2065395,1
tbs,1.0.0,US,05/08/2020,0,TVE,Wrecked,1,6,The Phantom,03/12/2020,07/01/2020,1269,TV-MA,en,http://www.tbs.com/shows/wrecked,http://www.tbs.com/shows/wrecked/season-1/episode-6/the-phantom,2054403,2065396,1
tbs,1.0.0,US,05/08/2020,0,TVE,Wrecked,1,7,The Trial,03/12/2020,07/01/2020,1267,TV-MA,en,http://www.tbs.com/shows/wrecked,http://www.tbs.com/shows/wrecked/season-1/episode-7/the-trial,2054403,2065397,1
tbs,1.0.0,US,05/08/2020,0,TVE,Wrecked,1,8,The Adventures of Beth and Lamar,03/12/2020,07/01/2020,1329,TV-MA,en,http://www.tbs.com/shows/wrecked,http://www.tbs.com/shows/wrecked/season-1/episode-8/the-adventures-of-beth-and-lamar,2054403,2065398,1
tbs,1.0.0,US,05/08/2020,0,TVE,Wrecked,1,9,Javier and the Gang,03/12/2020,07/01/2020,1266,TV-MA,en,http://www.tbs.com/shows/wrecked,http://www.tbs.com/shows/wrecked/season-1/episode-9/javier-and-the-gang,2054403,2065399,1
tbs,1.0.0,US,05/08/2020,0,TVE,Wrecked,1,10,Cop Tricks,03/12/2020,07/01/2020,1268,TV-MA,en,http://www.tbs.com/shows/wrecked,http://www.tbs.com/shows/wrecked/season-1/episode-10/cop-tricks,2054403,2065400,1
tbs,1.0.0,US,05/08/2020,0,TVE,Wrecked,2,1,Ransom,03/12/2020,07/01/2020,1327,TV-MA,en,http://www.tbs.com/shows/wrecked,http://www.tbs.com/shows/wrecked/season-2/episode-1/ransom,2054403,2093904,1
tbs,1.0.0,US,05/08/2020,0,TVE,Wrecked,2,2,Poison,03/12/2020,07/01/2020,1265,TV-MA,en,http://www.tbs.com/shows/wrecked,http://www.tbs.com/shows/wrecked/season-2/episode-2/poison,2054403,2093905,1
tbs,1.0.0,US,05/08/2020,0,TVE,Wrecked,2,3,Caiman,03/12/2020,07/01/2020,1267,TV-MA,en,http://www.tbs.com/shows/wrecked,http://www.tbs.com/shows/wrecked/season-2/episode-3/caiman,2054403,2093906,1
tbs,1.0.0,US,05/08/2020,0,TVE,Wrecked,2,4,Tony Pepperoni,03/12/2020,07/01/2020,1267,TV-MA,en,http://www.tbs.com/shows/wrecked,http://www.tbs.com/shows/wrecked/season-2/episode-4/tony-pepperoni,2054403,2093907,1
