bot_system,bot_version,bot_country,capture_date,is_movie,offer_type,series_title,season_number,episode_number,program_title,provider_release_date,provider_cease_date,viewable_runtime,maturity_rating,original_language,series_url,program_url,series_source_id,source_id,provider_original
tbs,1.0.0,US,05/08/2020,0,TVE,ELEAGUE,1,0,ELEAGUE Presents Collegiate Rocket League National Championship,04/25/2020,05/16/2020,2613,TV-14,en,http://www.tbs.com/sports/eleague,http://www.tbs.com/sports/eleague/season-1/eleague-presents-collegiate-rocket-league-national-championship,2084067,2214529,1
tbs,1.0.0,US,05/08/2020,0,FREE,ELEAGUE,1,0,FIFA 20 FUT Cup Stage I,05/01/2020,06/30/2020,2604,TV-14,en,http://www.tbs.com/sports/eleague,http://www.tbs.com/sports/eleague/season-1/fifa-20-fut-cup-stage-i,2084067,2218587,1
tbs,1.0.0,US,05/08/2020,0,FREE,ELEAGUE,1,0,FIFA 20 FUT Cup Stage III,05/03/2020,07/02/2020,2615,TV-14,en,http://www.tbs.com/sports/eleague,http://www.tbs.com/sports/eleague/season-1/fifa-20-fut-cup-stage-iii,2084067,2218589,1
tbs,1.0.0,US,05/08/2020,0,FREE,ELEAGUE,1,0,FIFA 20 FUT Cup Stage II,04/26/2020,06/25/2020,2613,TV-14,en,http://www.tbs.com/sports/eleague,http://www.tbs.com/sports/eleague/season-1/fifa-20-fut-cup-stage-ii,2084067,2218588,1
tbs,1.0.0,US,05/08/2020,0,FREE,ELEAGUE,1,0,ELEAGUE Super Punch powered by Twitch Ep01,03/15/2020,05/15/2020,2573,TV-MA,en,http://www.tbs.com/sports/eleague,http://www.tbs.com/sports/eleague/season-1/eleague-super-punch-powered-by-twitch-ep01,2084067,2219624,1
tbs,1.0.0,US,05/08/2020,0,FREE,ELEAGUE,1,0,ELEAGUE Super Punch powered by Twitch Ep02,03/22/2020,05/22/2020,2609,TV-MA,en,http://www.tbs.com/sports/eleague,http://www.tbs.com/sports/eleague/season-1/eleague-super-punch-powered-by-twitch-ep02,2084067,2222270,1
tbs,1.0.0,US,05/08/2020,0,FREE,ELEAGUE,1,0,ELEAGUE Super Punch powered by Twitch Ep03,03/29/2020,05/29/2020,2602,TV-MA,en,http://www.tbs.com/sports/eleague,http://www.tbs.com/sports/eleague/season-1/eleague-super-punch-powered-by-twitch-ep03,2084067,2222271,1
tbs,1.0.0,US,05/08/2020,0,FREE,ELEAGUE,1,0,ELEAGUE Super Punch powered by Twitch Ep04,04/05/2020,06/04/2020,2669,TV-MA,en,http://www.tbs.com/sports/eleague,http://www.tbs.com/sports/eleague/season-1/eleague-super-punch-powered-by-twitch-ep04,2084067,2222272,1
tbs,1.0.0,US,05/08/2020,0,TVE,ELEAGUE,1,0,ELEAGUE Presents Mortal Kombat 11 Final Kombat,04/18/2020,05/09/2020,5228,TV-MA,en,http://www.tbs.com/sports/eleague,http://www.tbs.com/sports/eleague/season-1/eleague-presents-mortal-kombat-11-final-kombat,2084067,2225779,1
tbs,1.0.0,US,05/08/2020,0,TVE,2 Broke Girls,5,11,And the Booth Babes,05/03/2020,05/10/2020,1232,TV-14,en,http://www.tbs.com/shows/2-broke-girls,http://www.tbs.com/shows/2-broke-girls/season-5/episode-11/and-the-booth-babes,861915,2062444,0
tbs,1.0.0,US,05/08/2020,0,TVE,2 Broke Girls,5,12,And the Story Telling Show,05/03/2020,05/10/2020,1218,TV-14,en,http://www.tbs.com/shows/2-broke-girls,http://www.tbs.com/shows/2-broke-girls/season-5/episode-12/and-the-story-telling-show,861915,2062445,0
tbs,1.0.0,US,05/08/2020,0,TVE,2 Broke Girls,5,13,And the Lost Baggage,05/03/2020,05/10/2020,1232,TV-14,en,http://www.tbs.com/shows/2-broke-girls,http://www.tbs.com/shows/2-broke-girls/season-5/episode-13/and-the-lost-baggage,861915,2062446,0
tbs,1.0.0,US,05/08/2020,0,TVE,2 Broke Girls,5,14,And You Bet Your Ass,05/03/2020,05/10/2020,1231,TV-14,en,http://www.tbs.com/shows/2-broke-girls,http://www.tbs.com/shows/2-broke-girls/season-5/episode-14/and-you-bet-your-ass,861915,2062447,0
